threshold,tp,fp,tn,fn,tpr,fpr,fnr,tnr,precision,recall,f1,Samples per test
0.2524660156295822,18248,150665,2558535,75822,0.19398320399702348,0.05561235789162852,0.8060167960029765,0.9443876421083715,0.1080319454393682,0.19398320399702348,0.13877703121494545,1
0.25426934431265064,18432,152641,2556559,75638,0.1959391942170724,0.05634172449431567,0.8040608057829276,0.9436582755056844,0.10774347793047412,0.1959391942170724,0.1390344078478406,1
0.2560726729957191,18617,154616,2554584,75453,0.197905814818752,0.05707072198434962,0.802094185181248,0.9429292780156504,0.10746797665571803,0.197905814818752,0.13929510705080003,1
0.25787600167878755,18790,156679,2552521,75280,0.19974487084086318,0.057832201387863574,0.8002551291591368,0.9421677986121364,0.10708444226615528,0.19974487084086318,0.13942323745357815,1
0.259679330361856,18959,158769,2550431,75111,0.20154140533645157,0.05860364683301344,0.7984585946635484,0.9413963531669866,0.10667424378826071,0.20154140533645157,0.13950801698320076,1
0.2614826590449244,19127,160876,2548324,74943,0.20332730945040928,0.059381367193267386,0.7966726905495908,0.9406186328067326,0.10625934012210908,0.20332730945040928,0.13957595239224585,1
0.2632859877279929,19269,162901,2546299,74801,0.20483682364196876,0.06012882031596043,0.7951631763580312,0.9398711796840395,0.1057748257122468,0.20483682364196876,0.139509122502172,1
0.2650893164110613,19447,165043,2544157,74623,0.20672903157223343,0.060919459619075744,0.7932709684277666,0.9390805403809243,0.10540950729036805,0.20672903157223343,0.13962521539345207,1
0.26689264509412974,19611,167110,2542090,74459,0.20847241415966833,0.06168241547320242,0.7915275858403317,0.9383175845267976,0.10502835781727818,0.20847241415966833,0.13968396422962276,1
0.2686959737771982,19783,169250,2539950,74287,0.21030083980014883,0.06247231655101137,0.7896991601998512,0.9375276834489886,0.10465368480635656,0.21030083980014883,0.13975832117639161,1
0.27049930246026666,19943,171371,2537829,74127,0.2120017008610609,0.06325520448840986,0.787998299138939,0.9367447955115902,0.10424224050513815,0.2120017008610609,0.13976256552574778,1
0.2723026311433351,20146,173419,2535781,73924,0.21415966833209313,0.06401114720212608,0.7858403316679069,0.9359888527978739,0.10407873324206339,0.21415966833209313,0.14008031011525024,1
0.27410595982640357,20301,175631,2533569,73769,0.2158073774848517,0.06482762439096412,0.7841926225151483,0.9351723756090359,0.10361247779841987,0.2158073774848517,0.14000593099357939,1
0.275909288509472,20457,177808,2531392,73613,0.217465717019241,0.06563118263694079,0.782534282980759,0.9343688173630592,0.10318008725695407,0.217465717019241,0.13995587254348607,1
0.2777126171925404,20646,179968,2529232,73424,0.21947485914744339,0.06642846596781338,0.7805251408525566,0.9335715340321866,0.10291405385466618,0.21947485914744339,0.14012297919126926,1
0.27951594587560885,20811,182078,2527122,73259,0.221228872116509,0.06720729366602687,0.778771127883491,0.9327927063339732,0.10257332827309514,0.221228872116509,0.14016076293360363,1
0.28131927455867733,20978,184283,2524917,73092,0.22300414584883596,0.06802118706629263,0.776995854151164,0.9319788129337073,0.10220158724745568,0.22300414584883596,0.14016590329768716,1
0.28312260324174576,21137,186458,2522742,72933,0.22469437652811736,0.06882400708696294,0.7753056234718826,0.9311759929130371,0.10181844456754739,0.22469437652811736,0.14013558085956276,1
